World rank;Company;Country;Region;Industry-ICB3 sector name;R&D 2021 (EUR million);R&D one-year growth (%);Net sales (EUR million);Net sales one-year growth (%);R&D intensity (%);Capex (EUR million);Capex one-year growth (%);Capex intensity (%);Op.profits (EUR million);Op.profits one-year growth (%);Profitability (%);Employees;Employees one-year growth (%);Market cap (EUR million);Market cap one-year growth (%)
1535;I.M.A. INDUSTRIA MACCHINE AUTOMATICHE;Italy;EU;Industrial Engineering;90.4;4.5;1688.3;13.3;5.4;54.5;42.3;3.2;151.7;2;9;6207;1.3;;
1536;SCHIBSTED;Norway;RoW;Media;90.3;34.2;1844.1;-8.1;4.9;95.2;-11;5.2;309.5;-13.6;16.8;9141;-2.2;4852;18
1537;HARMONIC;US;US;Technology Hardware & Equipment;90.3;20.6;447.8;33.9;20.2;11.5;-59.7;2.6;17.2;-315.8;3.8;1267;8.4;830.6;63.6
1538;NEXTGEN HEALTHCARE;US;US;Health Care Equipment & Services;90.2;2.1;526.5;7.1;17.1;2.3;-31.3;0.4;6.4;-53.2;1.2;2655;3.5;906.3;16.1
1539;PHASEBIO;US;US;Pharmaceuticals & Biotechnology;90.2;42.3;9.6;3284.7;942.7;2.4;104.2;24.7;-94.8;26.5;-991.2;60;20;137.4;37.4
1540;FULLSHARE HOLDINGS;China;China;Health Care Equipment & Services;90.1;29.4;2951;31.7;3.1;154.4;95.1;5.2;234.4;598.1;7.9;8384;-1.1;;
1541;HBM;US;US;Pharmaceuticals & Biotechnology;90;99.4;3.8;-69.5;2367.5;11.9;2768;312.2;-124.3;64.8;-3268.3;370;;633;
1542;ATLANTIA;Italy;EU;Industrial Transportation;90;55.2;11888;31.3;0.8;338;91;2.8;1604;2487.1;13.5;20326;-30.8;13109.3;19.1
1543;SOLARWINDS;US;US;Software & Computer Services;89.9;-19.3;634.5;0.3;14.2;8.2;-45.2;1.3;-1.1;-102;-0.2;2147;-35.7;2381.7;-58.9
1544;GLOBAL UNICHIP;Taiwan;RoW;Technology Hardware & Equipment;89.9;12.5;481.7;11.3;18.7;2.9;-43.1;0.6;56.3;71;11.7;;;1848.1;63.5
1545;SPRINGWORKS THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;89.8;96.1;;;;1.8;214;;-153.2;274.5;;176;;3257.6;93.1
1546;MITSUBISHI MATERIALS;Japan;Japan;Industrial Metals & Mining;89.7;4.3;14006.2;22;0.6;552.4;-7;3.9;377.4;110.7;2.7;23711;-12.7;2293.2;1.3
1547;ZHEJIANG MEDICINE;China;China;Pharmaceuticals & Biotechnology;89.6;36.9;1249.1;24.8;7.2;130.2;75.5;10.4;180.5;39.8;14.5;5901;1.1;2159;-11.6
1548;IRONSOURCE;Israel;RoW;Software & Computer Services;89.5;17.5;488.7;66.9;18.3;1.3;-89.1;0.3;72.7;11.2;14.9;1121;;898.7;
1549;WISTRON NEWEB;Taiwan;RoW;Technology Hardware & Equipment;89.3;9.3;2143.7;7.3;4.2;77.1;86.2;3.6;43.9;-26.4;2;;;917.3;-12.3
1550;SUSE;Luxembourg;EU;Software & Computer Services;89.3;23.3;494;25.1;18.1;4.2;121.5;0.9;-177.4;2522.6;-35.9;2045;24.7;5019.8;
1551;OKI ELECTRIC;Japan;Japan;Technology Hardware & Equipment;89.3;3;2721.7;-10.4;3.3;130;-21.5;4.8;36.5;-48.2;1.3;;;666.2;-2.9
1552;QUADIENT;France;EU;Technology Hardware & Equipment;89.2;4.6;1024.3;-0.5;8.7;36.5;-2.9;3.6;115.3;20;11.3;4979;-4.9;830.2;105.8
1553;GLAUKOS;US;US;Health Care Equipment & Services;89.2;18.3;259.6;30.7;34.4;42.2;589;16.3;-54.2;-48.2;-20.9;727;11.3;2451.4;29.9
1554;SHENZHEN SALUBRIS PHARMACEUTICALS;China;China;Pharmaceuticals & Biotechnology;89.1;-10.6;412.3;10.3;21.6;66.9;-24.9;16.2;62;376.9;15;3236;-6.1;3672.6;-32.8
1555;Q TECHNOLOGY (GROUP);China;China;Technology Hardware & Equipment;89;8.9;2586.6;7.3;3.4;128.1;70.8;5;145.5;-3.4;5.6;12880;80.7;1825.4;41.3
1556;COMPUTERSHARE;Australia;RoW;Software & Computer Services;88.9;1.6;2014.1;0.4;4.4;14.4;-32.2;0.7;284.3;-16.2;14.1;12009;-5;4605.2;-13.9
1557;TOWA PHARMACEUTICAL;Japan;Japan;Pharmaceuticals & Biotechnology;88.8;7.9;1280.3;6.9;6.9;86.1;21.9;6.7;148.5;-3.6;11.6;4078;18;1175.6;40.4
1558;CALIX;US;US;Technology Hardware & Equipment;88.8;17.9;599.9;25.5;14.8;9.2;33.8;1.5;64.6;69.6;10.8;954;21.5;2612.5;161.4
1559;AECC AVIATION POWER;China;China;Aerospace & Defence;88.8;7.9;4656.1;19.1;1.9;417.5;16.4;9;193.9;-26.9;4.2;34195;-2.2;19891.9;65.1
1560;SCHOTT;Germany;EU;Construction & Materials;88.7;-2.9;2523.9;12.8;3.5;332.8;4.7;13.2;375.4;41.1;14.9;16517;3.2;;
1561;TECK RESOURCES;Canada;RoW;Mining;88.5;33;9252;50.7;1;2776.8;29.3;30;3049.9;-522;33;;;10244;89.7
1562;ELKEM;Norway;RoW;Industrial Metals & Mining;88.5;52.4;3311.8;34;2.7;326.9;39.2;9.9;579.6;574;17.5;7074;4;2371;126.1
1563;NEWLAND DIGITAL TECHNOLOGY;China;China;Software & Computer Services;88.4;11.3;965.8;10.6;9.2;10.5;-43.2;1.1;126.2;-5.3;13.1;6615;0.7;2334.9;-4.4
1564;AMCOR;UK;Row;Forestry & Paper;88.3;2.8;11355.3;3.2;0.8;413.2;17.1;3.6;1183.1;36.7;10.4;46000;-2.1;15316.4;8.6
1565;MING YUAN CLOUD;China;China;Software & Computer Services;88.3;80.7;302.8;28.1;29.2;34.4;465.6;11.3;-97.2;-350.6;-32.1;4247;34;6018.1;
1566;ANNEXON;US;US;Pharmaceuticals & Biotechnology;88.2;102.8;;;;1.5;256.5;;-115.4;105.9;;61;27.1;553.4;-33.4
1567;DALIAN HUARUI HEAVY INDUSTRY;China;China;Industrial Engineering;88.2;31.5;1237.8;11.2;7.1;5.7;-32.3;0.5;45.5;-24.5;3.7;5427;0.1;1092.1;-6.6
1568;FORMFACTOR;US;US;Technology Hardware & Equipment;88.2;12.5;679.6;11;13;58.7;19;8.6;90.2;21.9;13.3;2293;5.9;2666.4;50
1569;BEIJING WANTAI BIOLOGICAL;China;China;Pharmaceuticals & Biotechnology;88.2;116.9;786.6;144.1;11.2;145.2;168.4;18.5;337.7;195.1;42.9;3103;30.5;4861.7;269.9
1570;BIOCON;India;RoW;Pharmaceuticals & Biotechnology;88.1;1.2;953.6;14.5;9.2;201.7;11.9;21.2;144;8.9;15.1;3203;-76.5;5116;-4.7
1571;SEALED AIR;US;US;General Industrials;88.1;4.1;4885.9;12.9;1.8;188.2;17.7;3.9;760.8;7.8;15.6;16500;0;8077;49.5
1572;APTARGROUP;US;US;General Industrials;88.1;7.9;2849.4;10.2;3.1;271.9;25.2;9.5;330.6;2.3;11.6;13000;0;7850.4;16.5
1573;EMERGENT BIOSOLUTIONS;US;US;Pharmaceuticals & Biotechnology;88.1;10.4;1582.8;15.3;5.6;198.7;59.6;12.6;311.3;-21.8;19.7;2416;9.8;2990.9;-43.9
1574;ALIGOS THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;88.1;24.9;3.8;;2289.4;0.8;-56.8;20.5;-113.3;31.2;-2943.8;93;25.7;641.4;
1575;GUANGDONG HAID;China;China;Food Producers;88.1;35;11875.1;42.4;0.7;645.8;37.4;5.4;356.4;-29.3;3;33557;27.9;14761.1;-3.9
1576;UNIVERSAL DISPLAY;US;US;Electronic & Electrical Equipment;88;18.8;488.7;29.1;18;38.1;54.2;7.8;201;44.5;41.1;409;16.9;8678;18.9
1577;HAMAMATSU PHOTONICS;Japan;Japan;Electronic & Electrical Equipment;87.9;-6.4;1306.7;20.5;6.7;137.7;2.3;10.5;262.6;59.3;20.1;5279;1.6;8191.2;32.9
1578;XENCOR;US;US;Pharmaceuticals & Biotechnology;87.9;-39.8;242.9;124.2;36.2;11.7;26.2;4.8;37.9;-155.9;15.6;254;25.7;1744.2;-3.5
1579;NIBE INDUSTRIER;Sweden;EU;Industrial Engineering;87.8;3.6;3012;13.6;2.9;100;14.7;3.3;407.7;14.6;13.5;20583;14.9;20953.1;98.1
1580;ZALANDO;Germany;EU;General Retailers;87.8;-10.8;10354;29.7;0.8;240.4;35.4;2.3;424.8;15.7;4.1;17043;20.1;24106.1;31.5
1581;SEMA4;US;US;Pharmaceuticals & Biotechnology;87.7;38.6;187.4;18.3;46.8;8.3;-61;4.4;-393.9;84.4;-210.3;1200;20;2014.7;
1582;HARBIN POWER EQUIPMENT;China;China;Industrial Engineering;87.7;-19.3;2888.4;-10.8;3;52.1;7.3;1.8;-511.7;-1077;-17.7;13982;-17.1;195.8;7.6
1583;KINIKSA PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;87.7;-11.4;34;;257.6;0.4;46.6;1.1;-138.3;-0.5;-406.4;215;28;362.4;-25.9
1584;FIRST SOLAR;US;US;Alternative Energy;87.5;5.7;2581.1;7.8;3.4;477;29.7;18.5;388;35.9;15;4800;-5.9;8824;23.1
1585;PAGERDUTY;US;US;Software & Computer Services;87.4;51.5;248.5;31.8;35.2;3.1;-14.4;1.2;-89.8;53.5;-36.1;950;21.3;3160.8;39.2
1586;SIMCORP;Denmark;EU;Software & Computer Services;87.3;0.3;496.3;8.8;17.6;1.3;-47.5;0.3;132.4;6.5;26.7;1998;5.1;4680.4;8.3
1587;REMEGEN;China;China;Pharmaceuticals & Biotechnology;86.9;55.6;197.3;1830.8;44;85.2;38.7;43.2;36.6;-139.4;18.6;2121;55.3;2157.3;
1588;WEG;Brazil;RoW;Industrial Engineering;86.8;17;3728.5;34.9;2.3;123.6;62.3;3.3;658;47.7;17.6;36987;;23617.3;10.1
1589;CONVATEC GROUP;UK;Row;Pharmaceuticals & Biotechnology;86.6;14.6;1799.7;7.6;4.8;83.1;9.2;4.6;179.8;-3.5;10;10025;3.5;5384;18.4
1590;DIGITAL CHINA;China;China;Software & Computer Services;86.6;17.3;2325.6;3.6;3.7;6.9;1.1;0.3;141.4;80.3;6.1;14744;5.3;918.8;-23.1
1591;LION;Japan;Japan;Personal Goods;86.4;2.5;2831.2;3.1;3.1;288.2;67.5;10.2;243.9;-5.7;8.6;7584;1.8;4331.1;-16.6
1592;LONKING HOLDINGS;China;China;Industrial Engineering;86.3;7.5;1897.5;6.3;4.5;53;32.1;2.8;132.4;-41.3;7;8198;-0.3;1182.5;9.9
1593;TOYO TIRE;Japan;Japan;Automobiles & Parts;86.3;6.9;3043.2;14.5;2.8;280.7;62.8;9.2;401.6;71.5;13.2;10324;-8.3;2330.4;10.7
1594;MANHATTAN ASSOCIATES;US;US;Software & Computer Services;86.2;15.8;585.9;13.2;14.7;3.5;47.1;0.6;118.6;17.8;20.2;3600;5.9;9123.7;67.3
1595;HYTERA COMMUNICATIONS;China;China;Technology Hardware & Equipment;86.2;-1;779.2;-6.3;11.1;67.8;-26.4;8.7;-22.6;-132.9;-2.9;6565;-4.3;750.7;-41
1596;SAILPOINT TECHNOLOGIES;US;US;Software & Computer Services;86.2;38.4;387.6;20.2;22.2;3.6;2.9;0.9;-52.2;-6836.1;-13.5;1676;20.2;3845.4;22.4
1597;APPIAN;US;US;Software & Computer Services;86.1;38.8;326;21.2;26.4;5.3;384.3;1.6;-74.1;121.4;-22.7;1798;23.2;3746.5;84.1
1598;PING IDENTITY HOLDING;US;US;Software & Computer Services;86.1;56.8;264.4;22.9;32.6;3.7;60;1.4;-69.8;196.4;-26.4;1247;22;1881.3;-23.3
1599;MIMECAST;UK;Row;Software & Computer Services;86.1;20.7;442.7;17.4;19.4;34.1;-27.5;7.7;27.6;1260.3;6.2;1765;-1.9;2751.6;23.3
1600;ZUIVELCOOPERATIE FRIESLANDCAMPINA;Netherlands;EU;Food Producers;86;6.2;11501;3.2;0.7;401;1;3.5;347;34;3;22961;-3.8;;
1601;GLOBUS MEDICAL;US;US;Health Care Equipment & Services;85.9;61.9;845.9;21.4;10.2;50.2;-10.6;5.9;172;68.7;20.3;2400;9.1;7268.8;49
1602;ZHIHU;China;China;Software & Computer Services;85.9;87.9;410.2;118.9;20.9;1;281.1;0.3;-192.7;130.7;-47;2649;60.4;4424.2;
1603;GITLAB;US;US;Software & Computer Services;85.8;-8.8;223.1;66;38.5;3.1;;1.4;-113.9;-39.7;-51;1630;25.4;;
1604;NEXTDOOR;US;US;Software & Computer Services;85.7;39.8;169.7;;50.5;7.8;;4.6;-83.7;;-49.3;602;;375;
1605;GRAMMER;Germany;EU;Automobiles & Parts;85.7;39.3;1903;11.2;4.5;76.3;9.9;4;18.9;-140.9;1;14006;-1.3;364.6;77.4
1606;LONGJIAN ROAD & BRIDGE;China;China;Construction & Materials;85.5;263.5;2016.6;25;4.2;142.4;231.9;7.1;110.5;45.8;5.5;5926;2.4;348.2;6.5
1607;ZHEJIANG WINDEY;China;China;Industrial Engineering;85.5;58.6;2186.8;39.2;3.9;154.4;89.1;7.1;97.3;1514.6;4.4;1842;26.9;897.2;187.8
1608;BLACK DIAMOND;US;US;Pharmaceuticals & Biotechnology;85.5;100.9;;;;2.4;1808.5;;-112;82.4;;88;20.5;322.9;-64.6
1609;ACCELINK TECHNOLOGIES;China;China;Electronic & Electrical Equipment;85.4;13.9;894.7;7.2;9.5;48.1;47;5.4;99.8;20.3;11.2;4323;-5.6;2187.1;-26.8
1610;SHENZHEN SUNWAY COMMUNICATION;China;China;Technology Hardware & Equipment;85.2;6.4;1027.2;19.5;8.3;180.8;42.3;17.6;84.4;-37.9;8.2;11629;10.8;2570.6;-63.2
1611;YOUZU INTERACTIVE;China;China;Leisure Goods;85.2;9.6;441.6;-31.9;19.3;9;-72.4;2;-23.5;-179.9;-5.3;2890;35.4;1354.2;-31.4
1612;COTY;US;US;Personal Goods;85.2;3.3;4087.8;-1.9;2.1;153.5;-35;3.8;139.7;-119.1;3.4;11430;-37.4;2418.3;-62
1613;ACCTON TECHNOLOGY;Taiwan;RoW;Technology Hardware & Equipment;85.1;23.3;1900.4;9.4;4.5;15.3;-17.4;0.8;178.5;-14.5;9.4;;;5007.3;20
1614;HINDALCO INDUSTRIES;India;RoW;Industrial Metals & Mining;85.1;12.2;23178.5;48.9;0.4;;;;2685.5;106;11.6;;;12505.5;153
1615;ANRITSU;Japan;Japan;Electronic & Electrical Equipment;84.9;0.7;814.7;-0.5;10.4;22.7;9.3;2.8;130.2;-14.5;16;4168;5.4;2042.1;-17.4
1616;ONTO INNOVATION;US;US;Technology Hardware & Equipment;84.9;13.6;696.5;41.8;12.2;10.6;214.4;1.5;138.1;486.3;19.8;1411;13.2;3224.6;139.5
1617;ZHEJIANG JUHUA;China;China;Chemicals;84.9;48.3;1969.3;34.1;4.3;235.9;-9.7;12;124.6;697.4;6.3;6806;0.4;6357.3;142.7
1618;XIAMEN MEIYA PICO INFORMATION;China;China;Software & Computer Services;84.9;52.5;348.3;6.3;24.4;39.8;56.6;11.4;60.8;-7.8;17.5;4175;11.5;1591.8;-7.3
1619;SHANDONG BUCHANG PHARMACEUTICALS;China;China;Pharmaceuticals & Biotechnology;84.8;-11.9;2152.2;-1.4;3.9;60.1;-19.2;2.8;271;-20.7;12.6;8353;2;2982.5;-32.1
1620;EPIROC;Sweden;EU;Industrial Engineering;84.8;-16.6;3872.9;9.8;2.2;47.8;-3.6;1.2;868.6;16.7;22.4;15529;12.2;15237.6;47.1
1621;BOBST;Switzerland;RoW;Industrial Engineering;84.6;-0.7;1512.4;14;5.6;24.2;-13.5;1.6;74.5;254.8;4.9;5809;2.6;1349.5;44.2
1622;JIANGSU HENGLI;China;China;Industrial Engineering;84.5;102.7;1277.5;18.7;6.6;78;40.2;6.1;440.2;12;34.5;5801;8;17183.8;45
1623;QUIDEL;US;US;Pharmaceuticals & Biotechnology;84.5;13.5;1499.7;2.2;5.6;258.5;350.9;17.2;808.4;-13.9;53.9;1600;16.8;;
1624;E INK;Taiwan;RoW;Electronic & Electrical Equipment;84.5;7.4;626.6;27.9;13.5;58.4;142.3;9.3;111.8;80.2;17.9;;;2847.2;90
1625;STAMPSCOM;US;US;General Retailers;84.4;22.5;669.2;32.5;12.6;3.1;57.8;0.5;175;111.8;26.1;1482;12.9;3869.3;296.7
1626;ACER;Taiwan;RoW;Technology Hardware & Equipment;84.4;11.1;10171.8;15.1;0.8;17.6;68.6;0.2;448;61.4;4.4;;;2449;7
1627;ASPEN TECHNOLOGY;US;US;Software & Computer Services;84.2;3.2;626.3;18.5;13.4;1.1;-3.2;0.2;320.4;41;51.2;1897;10.9;7581.9;-5.7
1628;YINYI;China;China;Real Estate Investment & Services;84;-2.4;516.4;-52.1;16.3;59.7;-48.6;11.6;-251.7;270.7;-48.7;10916;-0.5;913.4;38.4
1629;BOTTOMLINE TECHNOLOGIES;US;US;Software & Computer Services;84;8.2;416.2;6.6;20.2;28.1;-31.7;6.8;-6.7;119.9;-1.6;2344;17.2;1879;17.6
1630;MEGGITT;UK;Row;Aerospace & Defence;83.9;-27.8;1766.4;-11.6;4.7;78.8;-17.8;4.5;62.5;-116.1;3.5;9185;-12.7;7685.1;185.1
1631;ALK ABELLO;Denmark;EU;Pharmaceuticals & Biotechnology;83.8;27.4;527;12.2;15.9;29.3;11.2;5.6;39.3;94.7;7.5;2537;190.6;4195.2;45.9
1632;ITT;US;US;Industrial Engineering;83.8;11.8;2441.3;11.6;3.4;78.1;38.8;3.2;388;30.9;15.9;9900;2.1;7272.8;51.8
1633;VIA TECHNOLOGIES;Taiwan;RoW;Technology Hardware & Equipment;83.7;55.1;223.2;7.7;37.5;4.9;25.8;2.2;71.8;-449.6;32.1;;;760.7;16.8
1634;IQVIA;UK;Row;Pharmaceuticals & Biotechnology;83.7;-11.9;2230.4;6;3.8;5.2;-60.4;0.2;220.9;12;9.9;2834;49.6;;
1635;SUMO LOGIC;US;US;Software & Computer Services;83.7;32.8;213.8;19.5;39.2;2;98.4;0.9;-102.6;49.7;-48;943;24.2;2031.8;
1636;SINOMACH AUTOMOBILE;China;China;Industrial Engineering;83.7;2.7;6029.5;-0.7;1.4;88.6;22.5;1.5;133.3;-45;2.2;7199;-7.9;736.4;-11.2
1637;PAYONEER;US;US;Support Services;83.7;54.5;418;;20;6.1;;1.5;-26.7;;-6.4;1871;;3068.1;
1638;KANSAI ELECTRIC POWER;Japan;Japan;Electricity;83.6;-11.5;22047.2;-7.8;0.4;4188.6;-16.3;19;;;;;;8019.1;5.8
1639;G-BITS NETWORK TECHNOLOGY;China;China;Software & Computer Services;83.5;44.7;634.3;68.4;13.2;2.7;-72.2;0.4;242;24;38.2;945;25.8;3651.6;-40.8
1640;JANGHO GROUP;China;China;Construction & Materials;83.5;20.2;2874.6;15.2;2.9;49.4;2.7;1.7;179.7;-13.8;6.3;9803;12.9;1151.6;15.8
1641;EVERBRIDGE;US;US;Software & Computer Services;83.4;34.1;325.3;35.9;25.6;4.5;55.2;1.4;-67.3;5.6;-20.7;1952;45.2;5319.9;17.2
1642;SIMPSON MANUFACTURING;US;US;General Industrials;83.3;13.2;1389;24.1;6;38.6;15.4;2.8;324.7;45.7;23.4;3971;11.5;4339.7;15
1643;JOHN WOOD GROUP;UK;Row;Industrial Engineering;83.2;22.2;5651.2;-15.4;1.5;19.8;49.3;0.3;21.5;-216.3;0.4;35479;-10.1;2039.5;1.3
1644;AO SMITH;US;US;Electronic & Electrical Equipment;83.2;16.7;3124.6;22.2;2.7;66.3;32.2;2.1;556.2;37.3;17.8;13700;-1.4;8552.1;46.1
1645;EVEREST MEDICINES;China;China;Pharmaceuticals & Biotechnology;83.1;64;0;-99.2;1109827.6;10.9;818.6;146283.4;-145.4;52.6;-1943170.6;405;171.8;1618.2;
1646;YARA;Norway;RoW;Chemicals;83;3.3;14671.5;41.7;0.6;714.3;9.5;4.9;1022.4;-1.6;7;;;11133;13.3
1647;JIANGSU DINGSHENG;China;China;Industrial Metals & Mining;83;43.1;2433.4;44.5;3.4;25.4;-44.5;1;135.6;169.3;5.6;5291;6.2;2505.1;403.6
1648;DAIFUKU;Japan;Japan;Industrial Engineering;83;17.1;3960.2;8.1;2.1;80.9;39.8;2;388.5;-13.9;9.8;;;9513.8;4.2
1649;SUMITOMO BAKELITE;Japan;Japan;Chemicals;83;3.6;2034.1;25.9;4.1;95.9;38.6;4.7;195.9;24.8;9.6;7916;-0.3;1821;69.2
1650;ENNOSTAR;Taiwan;RoW;Electronic & Electrical Equipment;82.9;;1161.4;;7.1;150.9;;13;74.8;;6.4;;;1689;
1651;MITHRA PHARMACEUTICALS;Belgium;EU;Pharmaceuticals & Biotechnology;82.7;7.9;22.7;151;364.7;11.5;7.9;50.7;-87.9;5;-387.7;248;8.3;914.1;25
1652;ZHEJIANG LONGSHENG;China;China;Chemicals;82.7;-7.8;2262.1;9.4;3.7;86.6;10.1;3.8;509.5;-9.5;22.5;7801;-5.8;6100.7;-5.7
1653;CSSC OFFSHORE & MARINE ENGINEERING;China;China;Industrial Engineering;82.6;15.1;1585;0.6;5.2;40.7;-35.5;2.6;7.3;-126.7;0.5;7465;-2;471.9;-19.8
1654;AIR PRODUCTS AND CHEMICALS;US;US;Chemicals;82.6;11.4;9114.4;16.6;0.9;2175.7;-1.8;23.9;2002.3;2.9;22;20875;8.3;52675.2;-7.6
1655;ZHUZHOU TIMES NEW MATERIAL TECHNOLOGY;China;China;General Industrials;82.5;-8.7;1915.9;-7.1;4.3;47.3;-9.2;2.5;46.7;-45.1;2.4;6312;1.1;935.1;14.2
1656;WEIQIAO TEXTILE;China;China;Personal Goods;82.5;57.8;2254;27.6;3.7;11.6;88;0.5;67;-2.3;3;40000;-9.1;134.9;72.5
1657;XIAMEN KING LONG MOTOR;China;China;Automobiles & Parts;82.5;0.9;1986.5;10;4.2;32.3;-70.9;1.6;-69.1;-298.8;-3.5;11477;-7.1;671.3;30
1658;FREELINE;UK;Row;Real Estate Investment & Services;82.4;53.3;;;;3.8;70.1;;;;;;;121.7;-74.2
1659;INNOVIZ TECHNOLOGIES;Israel;RoW;Electronic & Electrical Equipment;82.4;63.7;4.8;;1707.6;3.3;-26.1;69.2;-139.2;92.3;-2884.2;404;42.8;885.9;
1660;KUNLUN TECH;China;China;Software & Computer Services;82.4;261;650.8;3.2;12.7;7.6;-37;1.2;-16.7;-109.6;-2.6;1712;0;2347.8;-39.3
1661;Y-MABS THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;82.3;-0.5;30.8;68.2;267.2;0.6;281.1;1.9;-101.9;-3.8;-330.8;148;18.4;1184.3;-22.1
1662;WEIFU HIGH-TECHNOLOGY GROUP;China;China;Automobiles & Parts;82.3;11.8;1818.9;6.1;4.5;104.4;53;5.7;138.2;40.2;7.6;5340;-0.9;303.7;11.5
1663;APPFOLIO;US;US;Software & Computer Services;82.3;22.9;317.3;15.9;25.9;7.2;-57.4;2.3;-10.5;-221.4;-3.3;1600;19.9;1980.3;-21.7
1664;NUSCALE POWER;US;US;Electricity;82.2;-2.2;2.5;377;3254.2;1.7;-44.6;68.2;-153.9;9.7;-6090.1;496;;178.1;
1665;XJ ELECTRIC;China;China;Electronic & Electrical Equipment;82.1;18;1644.2;7;5;20.8;124.1;1.3;118;-6.6;7.2;5458;-1.6;2794.9;27.2
1666;NETGEAR;US;US;Fixed Line Telecommunications;82.1;4.7;1031.3;-6.9;8;8.7;-4.2;0.8;63;3;6.1;771;-5.7;963.6;9.4
1667;HANGCHA;China;China;Industrial Engineering;82.1;11.7;1858.1;19.7;4.4;48.8;107.7;2.6;126.9;11.8;6.8;5416;14.3;2221.5;16.6
1668;HAREL;Israel;RoW;Life Insurance;82;8.2;;;;;;;;;;3570;8;;
1669;HISAMITSU PHARMACEUTICAL;Japan;Japan;Pharmaceuticals & Biotechnology;82;-1.4;929.2;5;8.8;27.9;8.1;3;72.2;-12.5;7.8;2784;0.5;2903.5;-9.8
1670;CELLTRION;South Korea;RoW;Pharmaceuticals & Biotechnology;82;-33.7;1422.4;3.4;5.8;239.3;-40.6;16.8;563.2;5.3;39.6;;;30071.9;0.8
1671;STORA ENSO;Finland;EU;Forestry & Paper;82;-18;10164;18.8;0.8;644;-2.6;6.3;1212;148.9;11.9;22094;-4.7;10150;34.4
1672;SAMSUNG C&T;South Korea;RoW;Travel & Leisure;82;14.4;25637.4;14;0.3;436.6;82.4;1.7;889.9;39.5;3.5;;;18494.8;23.1
1673;KNOWLES;US;US;Leisure Goods;81.9;-0.1;766.5;13.6;10.7;42.9;52.4;5.6;102.7;192.2;13.4;7000;0;1624.3;33.3
1674;INTEGRA LIFESCIENCES;US;US;Health Care Equipment & Services;81.9;20.3;1361.9;12.4;6;42.4;23.5;3.1;245.5;27.1;18;3800;2.7;5618;58
1675;NINGBO HUAXIANG ELECTRONIC;China;China;Automobiles & Parts;81.9;22.2;2318.6;6.1;3.5;128.7;21.3;5.6;227.2;34;9.8;17193;11.3;1784.9;32.3
1676;COOPER COMPANIES;US;US;Health Care Equipment & Services;81.8;-0.6;2580.3;20.2;3.2;189.3;-30.9;7.3;456.2;52.8;17.7;12000;0;19620.2;32.5
1677;ANGES MG;Japan;Japan;Pharmaceuticals & Biotechnology;81.8;181.3;0.5;60.4;16499.4;0.6;-0.9;125.1;-120.8;179.2;-24368.8;131;45.6;944.3;-34.2
1678;VERISIGN;US;US;Software & Computer Services;81.8;5.9;1172.1;4.9;7;46.8;22.2;4;765.3;5.2;65.3;904;-0.3;21361.4;-1.9
1679;NUVASIVE;US;US;Health Care Equipment & Services;81.8;16;1005.6;8.4;8.1;98.1;5.1;9.8;50.1;15.3;5;2900;7.4;2834.6;20.2
1680;VERISILICON MICROELECTRONICS;China;China;Electronic & Electrical Equipment;81.7;6.9;296;42;27.6;18.9;-3.7;6.4;3.9;-368;1.3;1280;15;;
1681;DIGITAL CHINA INFORMATION SERVICE;China;China;Media;81.7;17.3;1567.6;6.3;5.2;12.5;56.8;0.8;74.8;36.8;4.8;13361;3.6;1746.4;-27.9
1682;BLEND;US;US;Software & Computer Services;81.6;66.4;207;144.2;39.4;1.5;32.1;0.7;-174.1;162;-84.1;1689;708.1;3061.8;
1683;BLACKLINE;US;US;Software & Computer Services;81.5;37;375.9;21;21.7;7.7;34;2.1;-32.7;86.2;-8.7;1557;17.5;5626.4;28.2
1684;USHIO;Japan;Japan;Electronic & Electrical Equipment;81.5;4.5;1150.5;25.5;7.1;46.1;-5.5;4;99.8;1974.8;8.7;;;1952.8;51.4
1685;NKT;Denmark;EU;Electronic & Electrical Equipment;81.5;15.8;1906.7;29.7;4.3;191.3;192.1;10;16.8;-135.1;0.9;4176;9.9;1639;89.4
1686;SHENZHEN MTC;China;China;Leisure Goods;81.4;-5.7;3101.7;11.7;2.6;282.5;-2.3;9.1;249.8;-18.4;8.1;13725;2.2;3421.2;-25.9
1687;CHINA INNOVATIONPAY;China;China;Technology Hardware & Equipment;81.4;30.8;217.6;-13.8;37.4;4;23.4;1.9;-454.7;445.6;-209;4494;24.7;2130.1;-35.4
1688;TANDEM DIABETES CARE;US;US;Health Care Equipment & Services;81.3;44.8;620.5;40.9;13.1;12.5;-48.3;2;20;-384.7;3.2;2000;33.3;6242.3;3
1689;TERNA;Italy;EU;Electricity;81.2;27.3;2577.7;4.7;3.2;1344.2;13.3;52.1;1222.9;3.1;47.4;5136;8.5;13458.9;10.5
1690;COHU;US;US;Technology Hardware & Equipment;81.2;6.7;783.3;39.5;10.4;10.6;-35.7;1.4;117;1974.6;14.9;3240;-0.3;1530.9;140.8
