World rank;Company;Country;Region;Industry-ICB3 sector name;R&D 2021 (EUR million);R&D one-year growth (%);Net sales (EUR million);Net sales one-year growth (%);R&D intensity (%);Capex (EUR million);Capex one-year growth (%);Capex intensity (%);Op.profits (EUR million);Op.profits one-year growth (%);Profitability (%);Employees;Employees one-year growth (%);Market cap (EUR million);Market cap one-year growth (%)
1380;GUANGZHOU HAIGE COMMUNICATIONS;China;China;Technology Hardware & Equipment;104.3;18;743.8;6.7;14;23.6;-30.9;3.2;103.4;8.5;13.9;7758;0.8;3512.9;-14.9
1381;SAWAI PHARMACEUTICAL;Japan;Japan;Pharmaceuticals & Biotechnology;104.3;-2.9;1447.3;2.6;7.2;100.5;136.3;6.9;146;-29.5;10.1;3003;-2.1;1847.4;-3.9
1382;HENAN ZHONGFU INDUSTRY;China;China;Industrial Metals & Mining;104.2;98.4;2075.7;86.8;5;9.3;-83.8;0.4;261.8;-691.4;12.6;7597;7.9;1065.5;134.8
1383;HANWHA CHEMICAL;South Korea;RoW;Chemicals;104;11.9;7980.4;16.6;1.3;612.1;-7.8;7.7;549.4;24.3;6.9;;;5799.8;22
1384;GENTEX;US;US;Automobiles & Parts;104;1.6;1528.5;2.5;6.8;65.6;32.7;4.3;361.8;0.3;23.7;4998;-5.8;6498.1;10.7
1385;CHINA ALUMINUM INTERNATIONAL ENGINEERING;China;China;Construction & Materials;103.9;18.2;3182.1;1.1;3.3;648;9.3;20.4;24.5;-114.2;0.8;12489;-14.7;76;22.6
1386;CNGR;China;China;Electronic & Electrical Equipment;103.9;192.6;2724.9;168.7;3.8;692.4;377.5;25.4;182.7;128;6.7;10105;239.4;1103.9;
1387;SHANYING INTERNATIONAL HOLDINGS;China;China;Forestry & Paper;103.9;63.5;4434.1;31.2;2.3;642.5;33.4;14.5;307.9;-15.3;6.9;15109;14.6;2168.8;5.1
1388;PASSAGE BIO;US;US;Pharmaceuticals & Biotechnology;103.9;43.9;;;;15.6;1439.4;;-164;64.5;;133;79.7;;
1389;DIASORIN;Italy;EU;Pharmaceuticals & Biotechnology;103.6;63.5;1237.7;40.4;8.4;68.5;61.2;5.5;423.6;29.8;34.2;3358;62.5;10812;27.6
1390;MICROSTRATEGY;US;US;Software & Computer Services;103.4;13.1;451;6.2;22.9;2.4;-25.9;0.5;-692.7;5658;-153.6;2121;6.2;4771.4;387.6
1391;WOODWARD;US;US;Industrial Engineering;103.4;-12.1;1982.9;-10;5.2;33.3;-20;1.7;232.1;-0.9;11.7;7200;1.4;6791.6;43.9
1392;ODONATE THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;103.3;12.5;;;;0.4;160.2;;-112.5;10.9;;153;0.7;458.1;-47.7
1393;PARKER-HANNIFIN;US;US;Industrial Engineering;103.3;-42.9;14004.6;10.6;0.7;203.1;9.6;1.5;2513.9;17.8;18;;;33816.5;44.6
1394;EDITAS MEDICINE;US;US;Pharmaceuticals & Biotechnology;103.3;73.9;22.6;-71.8;457.9;7;11.4;31.2;-170.5;43.2;-756.1;264;12.3;3832.5;97.9
1395;AMERICAN AXLE & MANUFACTURING;US;US;Automobiles & Parts;103.1;-0.5;4552.9;9.5;2.3;160;-16;3.5;258.4;-189.3;5.7;18000;-10;893.2;14.8
1396;MITSUBA;Japan;Japan;Electronic & Electrical Equipment;103;13.4;2214.7;6.4;4.7;84.4;48;3.8;55.4;-14.1;2.5;24341;-6.8;232.2;76.7
1397;ENVISTA HOLDINGS;US;US;Health Care Equipment & Services;102.9;15.7;2215.2;30.1;4.6;48.3;14.7;2.2;326.5;189.1;14.7;11200;-9.7;6092.4;80.5
1398;TIANJIN 712 COMMUNICATION & BROADCASTING;China;China;Technology Hardware & Equipment;102.9;32.8;460.9;25.4;22.3;22.4;169.6;4.9;88.7;16.2;19.3;2003;-4.9;4609.5;77.5
1399;ENERGIAS DE PORTUGAL;Portugal;EU;Electricity;102.8;-7.3;14982.9;20.4;0.7;;;;1822.7;-17.3;12.2;12236;0.5;18448.3;9.7
1400;REVANCE THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;102.6;-6.1;68.7;407.7;149.4;9.2;153.2;13.3;-242.5;0.6;-353.1;495;5.3;1698.4;-0.2
1401;GUANGXI LIUGONG MACHINERY;China;China;General Industrials;102.6;31.5;3893.7;10.4;2.6;126.5;182.8;3.2;215.9;-30.4;5.5;17122;30.2;1722.6;16.7
1402;CHINA BAOAN;China;China;Real Estate Investment & Services;102.4;91.1;2374.6;66.7;4.3;278.7;94.8;11.7;262;91.7;11;14335;7.4;9905;266.1
1403;JUNGHEINRICH;Germany;EU;Industrial Engineering;102.4;14.9;4239.8;11.3;2.4;89.5;-1.1;2.1;359.4;64;8.5;19103;5.5;2191.7;64.8
1404;SHERWIN WILLIAMS;US;US;General Industrials;102.3;19.4;17609.6;8.6;0.6;328.4;22.4;1.9;2358.1;-6.7;13.4;61626;1;70596;30.9
1405;WORKIVA;US;US;Software & Computer Services;102.2;22;391.4;26.1;26.1;3.1;88.7;0.8;-25.9;-22.3;-6.6;2106;22.6;5327.2;160.4
1406;DONGYUE;China;China;Chemicals;102.1;43.5;2195.9;57.7;4.7;548.5;128;25;448.2;211.7;20.4;6824;22.4;6407.7;707.2
1407;SILERGY;China;China;Technology Hardware & Equipment;102.1;48.2;685.7;55;14.9;16.9;72.4;2.5;215.8;105.9;31.5;;;;
1408;VIVENDI;France;EU;Media;102;-4.7;15333;-4.8;0.7;460;23.3;3;1402;-4.5;9.1;35911;7.7;35826.9;27
1409;IGM BIOSCIENCES;US;US;Pharmaceuticals & Biotechnology;101.9;91.3;;;;11.7;-24.3;;-146;98.5;;192;79.4;1611.5;75.2
1410;NOVOMATIC;Austria;EU;Travel & Leisure;101.9;-3.3;1842.3;5.7;5.5;222.5;;12.1;174.5;-170.6;9.5;20981;0;;
1411;TRICIDA;US;US;Pharmaceuticals & Biotechnology;101.9;-21.6;;;;0.1;-93.8;;-135;-39.2;;57;-10.9;193.2;-58.6
1412;MANN + HUMMEL INTERNATIONAL;Germany;EU;Industrial Engineering;101.8;-21;3838.7;-8.9;2.7;126.3;-11.9;3.3;130.1;-15.1;3.4;21480;-2.4;;
1413;TYLER TECHNOLOGIES;US;US;Software & Computer Services;101.7;22.3;1405.9;42.6;7.2;29.9;49.5;2.1;184.6;20.9;13.1;6800;23.6;17515.1;42.8
1414;HIMAX TECHNOLOGIES;Taiwan;RoW;Technology Hardware & Equipment;101.4;-6.1;1366;74.4;7.4;6.7;30.7;0.5;481;840.6;35.2;2083;1.3;1809.1;216.5
1415;ZHEJIANG NHU;China;China;Chemicals;101.3;44.2;2011.9;43.5;5;481.3;47.6;23.9;729.6;22.1;36.3;10805;7;10160.4;5.4
1416;BARCO;Belgium;EU;Electronic & Electrical Equipment;101.3;-1.5;804.3;4.4;12.6;;;;11.8;-4.9;1.5;3133;-5.5;1915.3;17.3
1417;HALMA;UK;Row;Electronic & Electrical Equipment;101.3;21.5;1809.2;15.7;5.6;29.9;10.5;1.7;330.2;14;18.3;7522;5.6;13522.7;35.4
1418;TAIYO YUDEN;Japan;Japan;Electronic & Electrical Equipment;101.3;4.4;2702.9;16.2;3.7;398.5;17.4;14.7;526;71.5;19.5;22312;-2.4;6281.7;118.5
1419;WALVAX BIOTECHNOLOGY;China;China;Pharmaceuticals & Biotechnology;101.2;138.9;475.7;18;21.3;152.9;171;32.1;119.7;-15.4;25.2;1866;26;16314.7;25.4
1420;FULL TRUCK;China;China;Software & Computer Services;101.1;76.5;645.5;80.4;15.7;6;;0.9;-512.6;4.4;-79.4;7103;;13237.9;
1421;OXFORD NANOPORE TECHNOLOGIES;UK;Row;Pharmaceuticals & Biotechnology;101.1;43.8;158.5;17.4;63.8;25.5;36.8;16.1;-192.4;128.5;-121.4;705;33.8;;
1422;CYTOMX THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;100.8;1.1;61.4;-30.7;164.1;1.4;-30.3;2.3;-74;72.4;-120.4;178;21.9;294.5;-1.1
1423;NIPPON KAYAKU;Japan;Japan;Chemicals;100.8;4.4;1428.7;6.6;7.1;;;;162.1;38;11.3;;;1671.4;16.7
1424;TYSON FOODS;US;US;Food Producers;100.7;16.3;41540.7;8.9;0.2;1067.5;0.8;2.6;4869.3;52.1;11.7;137000;-1.4;20438.7;25.3
1425;ZOOMINFO;US;US;Software & Computer Services;100.6;140.8;659.7;56.9;15.2;20.8;40.5;3.2;133.1;151.2;20.2;2742;57;;
1426;GIGA DEVICE SEMICONDUCTOR;China;China;Electronic & Electrical Equipment;100.5;84.1;1173.8;89.2;8.6;86.2;72.1;7.3;330.7;228.8;28.2;1343;19;13050.6;13.2
1427;CORCEPT THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;100.5;-0.8;323.1;3.4;31.1;0.4;-62.1;0.1;109.9;-2.9;34;238;0.8;2178.1;68.1
1428;SUZHOU KEDA TECHNOLOGY;China;China;Technology Hardware & Equipment;100.5;16.1;353.4;11.2;28.4;10.2;5.3;2.9;21.8;13.5;6.2;5134;2.1;448.6;-30.3
1429;WUXI TAIJI INDUSTRY LIMITED;China;China;Technology Hardware & Equipment;100.5;45.8;3347.1;36.1;3;80.9;-14.7;2.4;165.1;6.8;4.9;8661;10.4;2525.1;-23.2
1430;CAE;Canada;RoW;Aerospace & Defence;100.1;32.9;2313.7;13.1;4.3;186.8;153;8.1;219.9;65;9.5;13000;30;7919.4;109.9
1431;SPIRENT COMMUNICATIONS;UK;Row;Technology Hardware & Equipment;100;9.9;508.6;10.3;19.7;9;7.4;1.8;92.7;9;18.2;1568;10.5;2165.2;2.4
1432;HEIDELBERGER DRUCKMASCHINEN;Germany;EU;Industrial Engineering;99.9;11.2;2183.4;14.1;4.6;55.4;-7.3;2.5;56.8;131.8;2.6;10173;-3.5;720.1;294.2
1433;KRONOS;US;US;Pharmaceuticals & Biotechnology;99.7;161;;;;3.8;-55.5;;-133.7;160.8;;96;52.4;1038.6;
1434;PACIFIC BIOSCIENCES OF CALIFORNIA;US;US;Pharmaceuticals & Biotechnology;99.7;76;115.2;65.4;86.5;5.2;470.8;4.5;-158.3;71.8;-137.4;728;76.7;5506.7;512
1435;BEIJING SHIJI INFORMATION TECHNOLOGY;China;China;Software & Computer Services;99.6;12.1;438.7;-3.6;22.7;51.9;-12;11.8;-68.1;-541.8;-15.5;5335;0.8;2080.3;-6.5
1436;OC OERLIKON;Switzerland;RoW;General Industrials;99.6;8.4;2562.6;17.3;3.9;80.3;29.7;3.1;214.8;200;8.4;11808;10.4;3359.1;24.1
1437;SMITHS;UK;Row;Electronic & Electrical Equipment;99.6;-15.2;3860.8;-6.1;2.6;92.5;27.9;2.4;502.9;4.7;13;22050;-4.5;6783.8;2.9
1438;TAKASAGO INTERNATIONAL;Japan;Japan;Chemicals;99.6;10.6;1255.8;8;7.9;52.3;11.7;4.2;68.1;40.1;5.4;;;450.7;46.8
1439;SHENNAN CIRCUITS;China;China;Electronic & Electrical Equipment;99.1;20.1;1848;19.4;5.4;368.4;6.9;19.9;261.9;0.3;14.2;15740;22.7;6133.7;118.8
1440;CERENCE;US;US;Software & Computer Services;98.9;26.1;341.9;17;28.9;10.6;-36.6;3.1;58;68.9;17;1700;13.3;3638.9;111
1441;HAGER;Germany;EU;Industrial Engineering;98.9;-5.7;2028.4;5.7;4.9;112.4;11.5;5.5;288.4;31.7;14.2;10813;-3.2;;
1442;GIANT NETWORK GROUP;China;China;Software & Computer Services;98.9;0.9;289;-4.1;34.2;29.1;142.6;10.1;73.7;-10.9;25.5;1413;-15.9;2836.6;-51.1
1443;NIDDA GERMAN TOPCO;Germany;EU;Pharmaceuticals & Biotechnology;98.8;11.3;3010.3;15.4;3.3;106.4;100.8;3.5;123.6;-9.5;4.1;12326;16;;
1444;RINNAI;Japan;Japan;Household Goods & Home Construction;98.7;8.1;2830.9;6.3;3.5;156.4;60.4;5.5;277.3;-11.9;9.8;10777;3.8;4721;20.6
1445;HUBEI YIHUA CHEMICAL INDUSTRY;China;China;Chemicals;98.2;118;2507.1;36.4;3.9;134.4;55;5.4;384.3;319;15.3;7998;6.7;2587;696.6
1446;JCB;UK;Row;Industrial Engineering;98.2;-20.7;3767;-23.6;2.6;;;;166.9;-51.5;4.4;10298;93518.2;;
1447;ADAPTIMMUNE THERAPEUTICS;UK;Row;Pharmaceuticals & Biotechnology;98.1;0.8;5.4;55.4;1806.6;7.6;266.3;139.4;-139.4;18.2;-2567.1;494;6.9;712.5;-88.1
1448;RABOBANK;Netherlands;EU;Banks;98;-12.5;12888;11.9;0.8;1176;1.9;9.1;4877;226;37.8;43361;0.2;;
1449;TAIJI COMPUTER;China;China;Software & Computer Services;97.9;22.6;1430.1;23.4;6.8;45.1;123.5;3.2;93.4;36.1;6.5;4760;-1.7;1766.4;-26.3
1450;TOKUYAMA;Japan;Japan;Chemicals;97.7;16.5;2271.5;-2.8;4.3;246.5;34;10.9;189.7;-18.5;8.4;;;1226;-8.6
1451;AGORA;China;China;Software & Computer Services;97.7;123.6;148.3;25.8;65.9;10.8;-5.2;7.3;-71.2;1454.5;-48;1311;55.7;2899.8;292.8
1452;SHANGHAI HIGHLY;China;China;Industrial Engineering;97.7;51.5;2102.8;54.7;4.6;85.3;69.5;4.1;26.6;-45.6;1.3;9813;47.4;133.5;-8.3
1453;PURETECH HEALTH;UK;Row;Health Care Equipment & Services;97.5;35;15.4;47.8;635.3;4.9;7.8;32;-131.3;25.5;-855.1;171;23.9;1196.4;27.2
1454;ZIPRECRUITER;US;US;General Retailers;97.5;67.4;654.4;77.2;14.9;5.4;348.9;0.8;-7.4;-113;-1.1;1150;49;1847.6;
1455;HENSOLDT;Germany;EU;Electronic & Electrical Equipment;97.5;11.8;1474.3;22.2;6.6;102;4.7;6.9;125.7;83.5;8.5;6193;11.9;1501.5;
1456;ZHEJIANG SANHUA;China;China;Industrial Engineering;97.5;46.4;2111.8;31.5;4.6;270.5;69.8;12.8;282.1;13.2;13.4;14478;10.7;12370.2;26.3
1457;EAST MONEY INFORMATION;China;China;Financial Services;97.4;90.6;734.1;66.5;13.3;192.1;402.3;26.2;1277.4;74.5;174;5696;15.6;36605.6;41.6
1458;MERCURY SYSTEMS;US;US;Technology Hardware & Equipment;97.3;-4.3;815.8;16;11.9;40.3;5.3;4.9;84.9;0.7;10.4;2384;22.4;2531.5;-32.4
1459;CARGOTEC;Finland;EU;Industrial Engineering;97.1;2;3315;1.6;2.9;43.3;-7.3;1.3;355.4;297.1;10.7;11174;-3.3;2593.6;77.5
1460;ZIJIN MINING;China;China;Mining;97.1;22.2;30291.7;30.8;0.3;2792.5;45.1;9.2;3492.8;89.9;11.5;43876;19;7197.1;109.5
1461;XINYI GLASS HOLDINGS;China;China;Support Services;97;20.1;3448.7;63.6;2.8;271.5;-25.1;7.9;1402.1;126.3;40.7;13769;-3.9;14967.3;144.7
1462;LATTICE SEMICONDUCTOR;US;US;Technology Hardware & Equipment;96.8;23;455;26.3;21.3;8.7;-18.9;1.9;90.9;82.8;20;856;14.7;7480.3;118.9
1463;SINOCELLTECH;China;China;Pharmaceuticals & Biotechnology;96.6;27.6;18.1;;534.7;26.9;65.3;148.6;-116;18;-641.7;1353;36.4;;
1464;DIGITALOCEAN;US;US;Software & Computer Services;96.5;46.5;378.4;34.6;25.5;91.3;-6.4;24.1;-9.9;-29.2;-2.6;786;35.3;5845.6;
1465;TOTVS;Brazil;RoW;Software & Computer Services;96.3;35.2;515.7;25.5;18.7;15;195.3;2.9;86.9;25.5;16.9;;;3621.2;37.2
1466;CHINA TRADITIONAL CHINESE MEDICINE;China;China;Financial Services;96.2;26.2;2640.7;28.7;3.6;109.1;-30.3;4.1;370.9;8.3;14;17098;5;2109.7;11.8
1467;LEIDOS;US;US;Software & Computer Services;96.2;49.3;12128.7;11.7;0.8;91.8;-43.2;0.8;1023.3;13.3;8.4;43000;10.3;12262.9;7.9
1468;BOLIDEN;Sweden;EU;Mining;96;27.3;6705;21.9;1.4;581.9;-4.8;8.7;1061.6;22.9;15.8;6167;1.6;8039.8;16.7
1469;ARCHOSAUR GAMES;China;China;Leisure Goods;95.9;30.2;127.6;-23.8;75.2;3.4;74.9;2.7;-45.8;-440.5;-35.9;1485;23.8;843.9;-59.6
1470;ADTRAN;US;US;Technology Hardware & Equipment;95.8;-0.8;497.1;11.2;19.3;5;-11.6;1;-12.6;310.7;-2.5;1335;-5;885.8;88.6
1471;GS YUASA;Japan;Japan;Electronic & Electrical Equipment;95.7;10.6;3340.7;11.8;2.9;208.9;42.1;6.3;130.5;-23.4;3.9;13571;2;1650.4;46.9
1472;HYSTER-YALE MATERIALS HANDLING;US;US;Automobiles & Parts;95.6;7.8;2715.6;9.4;3.5;39.1;-14.3;1.4;-130.7;-372.6;-4.8;8100;6.6;671.6;45.7
1473;XINGFA ALUMINIUM HOLDINGS;China;China;Industrial Metals & Mining;95.6;30.9;2139;29.8;4.5;95.2;;4.5;161.2;23.3;7.5;8854;6.1;601;51
1474;COLOPLAST;Denmark;EU;Health Care Equipment & Services;95.5;7.9;2614.1;4.8;3.7;123.7;8.6;4.7;828.3;5.1;31.7;12728;2.4;29069;3.1
1475;ZYDUS LIFESCIENCES;India;RoW;Pharmaceuticals & Biotechnology;95.5;-12.6;1790.6;1.6;5.3;;;;285.2;-8.8;15.9;23743;-2.7;6734.5;49.2
1476;ASCENTAGE PHARMA;China;China;Pharmaceuticals & Biotechnology;95.4;31;3.9;124.2;2466.9;60.3;74.2;1560.1;-127.5;32.6;-3296.7;613;41.6;1148.5;35.2
1477;ANHUI HELI;China;China;Industrial Engineering;95.3;32.1;2103.6;20.7;4.5;71.6;120.8;3.4;109.7;-9.8;5.2;8427;10.6;1053.6;-19.1
1478;DATTO;US;US;Software & Computer Services;95.3;36.7;546.2;19.3;17.4;41.7;16.7;7.6;59.5;10.5;10.9;2089;19.9;3653.6;
1479;MOCHIDA PHARMACEUTICAL;Japan;Japan;Pharmaceuticals & Biotechnology;95;13.3;851.8;7;11.2;23.1;54.4;2.7;110.4;19;13;1544;-0.9;1151.2;-6.4
1480;AGFA-GEVAERT;Belgium;EU;Electronic & Electrical Equipment;95;0;1760;-2;5.4;25;-19.4;1.4;6;-115;0.3;6993;-4.7;715.2;17.6
1481;FORTRESS BIOTECH;US;US;Pharmaceuticals & Biotechnology;95;78.7;60.7;50.9;156.4;4;137.1;6.6;-158;89.9;-260.2;173;55.9;293.6;-4.5
1482;PAUL HARTMANN;Germany;EU;Health Care Equipment & Services;94.9;6.3;2301.8;-5.4;4.1;129.3;15.9;5.6;139.1;-16.6;6;10628;0;1328.9;10.1
1483;BAOSHENG SCIENCE AND TECHNOLOGY;China;China;Technology Hardware & Equipment;94.7;43.1;5834.8;24.9;1.6;92.5;-39.1;1.6;151.1;37.8;2.6;6010;0;803.4;4.2
1484;INNOCARE PHARMA;China;China;Pharmaceuticals & Biotechnology;94.7;105.9;144.6;76368.9;65.5;23;-34;15.9;-22.9;-66.8;-15.8;721;59.5;3693.1;99.2
1485;CHEMOURS;US;US;Chemicals;94.5;15.1;5602.2;27.7;1.7;244.6;3.7;4.4;602.2;52.6;10.7;6400;-1.5;4886.7;63.1
1486;CNOVA;Netherlands;EU;General Retailers;94.3;33;1996.7;-4.2;4.7;;;;12.7;-67.9;0.6;2500;25;3093.7;203.4
1487;INSTIL;US;US;Pharmaceuticals & Biotechnology;94.2;449.8;;;;51.1;13.8;;-137.3;362.4;;412;174.7;2143;
1488;CORETRONIC;Taiwan;RoW;Leisure Goods;94.1;-4.6;1589;17.4;5.9;46.7;27.8;2.9;64.6;60.3;4.1;;;698.1;43.8
1489;AMERICAN WELL;US;US;Software & Computer Services;94.1;26.3;223.2;3.1;42.2;0.5;-83.2;0.2;-158.2;-19.1;-70.9;1035;27.5;1992.2;
1490;SMOORE INTERNATIONAL;China;China;General Retailers;93.7;47.1;1906.4;37.4;4.9;271.5;477.4;14.2;793.4;40.1;41.6;16241;13.8;28263.1;29
1491;LS INDUSTRIAL SYSTEMS;South Korea;RoW;Electronic & Electrical Equipment;93.6;-8;1985.4;11.1;4.7;47.4;-20.7;2.4;115.4;16;5.8;;;1531.3;26.8
1492;AZBIL;Japan;Japan;Electronic & Electrical Equipment;93.6;8.3;1983.3;3.9;4.7;68.6;172.3;3.5;218.3;9.8;11;;;5360;43.4
1493;ADIENT;Ireland;EU;Automobiles & Parts;93.6;-27.9;12078.4;8;0.8;229.6;-20.2;1.9;1546.9;-1062.6;12.8;75000;-2.6;3272.6;127.7
1494;ESPERION THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;93.6;-21.2;69.3;-65.5;135.1;;;;-188.5;75.9;-272.1;218;-54.5;325.1;-63.3
1495;BUMBLE;US;US;Software & Computer Services;93.5;107.4;676;31.5;13.8;12.1;16.9;1.8;-102.1;-13926.6;-15.1;900;28.6;5764.7;
1496;SITRONIX TECHNOLOGY;Taiwan;RoW;Technology Hardware & Equipment;93.4;74.6;709.6;61.2;13.2;26.6;117.2;3.8;260.6;250.6;36.7;;;1130.1;104.9
1497;PANGANG;China;China;Industrial Metals & Mining;93.2;76.9;1856.4;33.7;5;5.3;-46.5;0.3;233.8;220.8;12.6;3278;3;5571.4;147
1498;TRANSDIGM;US;US;Aerospace & Defence;93.2;-19.3;4236.3;-6;2.2;92.7;0;2.2;1555.7;-3.6;36.7;13300;-6.3;29559.5;23.6
1499;VIMEO;US;US;Software & Computer Services;93.2;64.4;345.8;38.3;27;0.4;-47.3;0.1;-53.9;49.6;-15.6;1219;;5224.5;
1500;ENPHASE ENERGY;US;US;Electronic & Electrical Equipment;93.2;88.7;1220.2;78.5;7.6;46.1;154.2;3.8;190.6;15.8;15.6;2260;165.9;20649.6;140.3
1501;TATA STEEL;India;RoW;Industrial Metals & Mining;93.1;6.1;28795.3;56.6;0.3;;;;6493.6;154.4;22.6;35927;15.2;20747.9;250.9
1502;KINPO ELECTRONICS;Taiwan;RoW;Technology Hardware & Equipment;92.9;7.9;4457;9;2.1;140.1;-17.5;3.1;44.9;45.6;1;;;593.1;10.3
1503;FISHER & PAYKEL HEALTHCARE;New Zealand;RoW;Health Care Equipment & Services;92.9;12.7;1014.4;-14.7;9.2;83.5;-13.6;8.2;305;-29;30.1;6807;16.7;11509.8;-9.9
1504;CHURCH & DWIGHT;US;US;Chemicals;92.9;2.5;4582.5;6;2;104.9;20.1;2.3;1039.3;14.3;22.7;5100;0;18137.2;-13.3
1505;PRIMAX ELECTRONICS;Taiwan;RoW;Technology Hardware & Equipment;92.7;13.8;2284.6;5;4.1;97.1;-1.5;4.2;90.2;25.8;3.9;;;748.6;17.1
1506;OMNICELL;US;US;Health Care Equipment & Services;92.7;6.6;999.5;26.9;9.3;25.6;26.8;2.6;80.8;101.2;8.1;3800;32.9;5960;136.7
1507;HENGYI PETROCHEMICAL;China;China;Chemicals;92.7;92.5;17734.5;49.4;0.5;832.6;-26.5;4.7;757;16.4;4.3;16820;-7.3;5503.7;-3.8
1508;ZHEFU;China;China;Industrial Engineering;92.6;111.2;1939.7;70;4.8;145.7;-26.7;7.5;346.2;37.3;17.8;6077;5;2591.4;105
1509;CHINA HIGH SPEED TRANSMISSION EQUIPMENT;China;China;Industrial Engineering;92.6;30.2;2801.1;31.5;3.3;157.2;143.8;5.6;233.2;13.6;8.3;6163;2.3;1040.6;0
1510;BEIJING DABEINONG TECHNOLOGY;China;China;General Industrials;92.5;17.1;4319.2;37.3;2.1;326.7;-3.5;7.6;17.3;-94.9;0.4;20067;3.4;3283.3;-27.8
1511;CHINA WEST CONSTRUCTION;China;China;Construction & Materials;92.4;10.1;3687.2;14.4;2.5;28.3;-37.5;0.8;189.4;2.6;5.1;5614;1.1;1424.2;-25.4
1512;PENUMBRA;US;US;Health Care Equipment & Services;92.3;16.1;660.1;33.4;14;18.7;-14.4;2.8;16.2;-198.2;2.4;3800;15.2;8880.3;33.2
1513;VEOLIA ENVIRONNEMENT;France;EU;Gas, Water & Multiutilities;92.3;3.4;28508.1;9.6;0.3;1728.8;7.5;6.1;2017.2;66.1;7.1;176488;-1.3;16836.9;46.9
1514;TS;Japan;Japan;Automobiles & Parts;92.2;-4.8;2705.4;1.1;3.4;106.5;152.6;3.9;167;-18.7;6.2;14308;-7.4;1567.6;-4.1
1515;MAREL;Iceland;RoW;Industrial Engineering;92.2;11.1;1360.8;9.9;6.8;46.1;67.6;3.4;130.3;-13;9.6;7140;10.5;5080.2;37.8
1516;GENERAC;US;US;Industrial Engineering;92.1;30;3299.6;50.4;2.8;97.1;77;2.9;655.7;55;19.9;9540;40.4;24353.2;131.2
1517;RHYTHM PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;91.9;15.1;2.8;;3301.5;0.4;102.8;13.8;-150.1;24.5;-5391.9;140;55.6;576.7;-49.8
1518;AVIC SHENYANG AIRCRAFT;China;China;Automobiles & Parts;91.9;130.5;4678.6;24.7;2;130.7;27.1;2.8;261.8;-0.4;5.6;14320;-0.2;22261.6;582.5
1519;TRULY INTERNATIONAL;China;China;Leisure Goods;91.9;-7.4;2552.5;1.7;3.6;59.7;-45.1;2.3;197.8;28.5;7.8;17300;7.5;1091.2;202.1
1520;FORD OTOMOTIV;Turkey;RoW;Automobiles & Parts;91.8;113.2;4833;43.8;1.9;109.7;123;2.3;586.4;92.7;12.1;13724;9.6;3414.9;103.3
1521;DUOLINGO;US;US;Software & Computer Services;91.7;93.5;221.4;55.1;41.4;3.2;6.2;1.4;-45.8;224;-20.7;500;25;;
1522;HUF HUELSBECK & FUERST;Germany;EU;Automobiles & Parts;91.6;-18.6;923.1;-9;9.9;35.1;6.1;3.8;-76.1;-22.5;-8.2;6766;-11.5;;
1523;FIVE9;US;US;Software & Computer Services;91.5;55.2;538.2;40.2;17;37.3;38.8;6.9;-49.7;357.1;-9.2;2138;38;9458;28.7
1524;CIPLA;India;RoW;Pharmaceuticals & Biotechnology;91.3;-21.3;1651.8;9.8;5.5;74.8;9.9;4.5;393.5;46.5;23.8;25672;-0.7;6823;50.8
1525;BLOOM ENERGY;US;US;Electronic & Electrical Equipment;91.3;23.7;858.4;22.4;10.6;44;31.4;5.1;-101.1;41.7;-11.8;1719;30.6;2757.8;93.3
1526;PROGRESS SOFTWARE;US;US;Software & Computer Services;91.2;16.6;469.1;20.2;19.4;4.1;-28.6;0.9;111.7;7.9;23.8;2103;17.1;1798.7;20
1527;KOC;Turkey;RoW;General Industrials;91.2;42.9;24433.3;95;0.4;721.6;57.2;3;1980;110.5;8.1;105908;10.2;3971.5;54.6
1528;FUTU;China;China;Financial Services;91.2;56.9;805.6;114.9;11.3;8;57.8;1;360.4;116.8;44.7;2318;76.3;7131.6;337.5
1529;NINGBO SHANSHAN;China;China;Personal Goods;91.1;91.5;2812.4;151.8;3.2;191.1;114.3;6.8;454.6;836.6;16.2;5982;25.7;7925;211.1
1530;TASLY PHARMACEUTICAL;China;China;Pharmaceuticals & Biotechnology;91.1;85.2;1078.4;-41.9;8.4;79.2;39.9;7.3;145.5;-28.8;13.5;9437;1.6;2759;-27.1
1531;UBE INDUSTRIES;Japan;Japan;General Industrials;91.1;3.6;5065.7;6.7;1.8;281.2;-4.8;5.6;334.5;67.4;6.6;;;1821.8;17.1
1532;OSHKOSH;US;US;Industrial Engineering;91;-0.8;1581.9;-73.9;5.8;38.1;-66.8;2.4;15.9;-96.4;1;;;6943.6;49.9
1533;GANSU JIU STEEL GROUP HONGXING IRON & STEEL;China;China;Industrial Metals & Mining;90.9;49.5;6487;33.4;1.4;97.8;-21;1.5;393.1;185.1;6.1;18200;-3.1;2734.5;94.4
1534;SUEZ;France;EU;Gas, Water & Multiutilities;90.5;-12.4;9901.8;-42.5;0.9;1310.4;-1;13.2;1053.3;19.7;10.6;;;12563;37.8
